text,cleaned1,sentiment,emotion
bkn hukum nya yg di lemahkan tapi para hakim nya yg sdh di sumpel fulus sampai2 mati akal nya buta matanya,bukan hukum nya yang di lemahkan tapi para hakim nya yang sudah di sumpel fulus sampai mati akal nya buta matanya,negative,anger
Tunggulah pengadilan Allah yg maha adil  !,tunggulah pengadilan allah yang maha adil,negative,anger
"Sesungguhnya Allah akan melaknat, orang orang yg berbuat dzolim,  para hakim yg memutuskan suatu perkara tidak akan mendapat balasannya..",sesungguhnya allah akan melaknat orang orang yang berbuat zalim para hakim yang memutuskan suatu perkara tidak akan mendapat balasannya,negative,sadness
"2029 jungkalkan mulyono cs dkk.
liat nanti akan terbuka semuanya.",jungkalkan mulyono rekan dan kawan kawan lihat nanti akan terbuka semuanya,neutral,fear
"Hukum d Konoha emang seperti sampah, bau busuknya sdh tercium k seluruh pelosok negeri,,,, sistemnya emang sdh d obok2.... 
hanya kpada Allah SWT kita bisa berharap",hukum di konoha memang seperti sampah bau busuknya sudah tercium ke seluruh pelosok negeri sistemnya memang sudah di obok hanya kepada allah subhanahu wa taala kita bisa berharap,negative,sadness
"Semoga yang mengkriminalisasi pak tom dan semua yang terkait didalamnya mendapatkan azab dan balasan yang setimpal sampai ke anak keturunannya dunia dan akhirat, untuk pak Tom semoga diberikan kekuatan dan kesabaran dalam menghadapi kedzoliman ini ...Allah pasti memberikan yang terbaik untuk hambanya ( pak tom) 🤲",semoga yang mengkriminalisasi pak tom dan semua yang terkait didalamnya mendapatkan azab dan balasan yang setimpal sampai ke anak keturunannya dunia dan akhirat untuk pak tom semoga diberikan kekuatan dan kesabaran dalam menghadapi kedzoliman ini allah pasti memberikan yang terbaik untuk hambanya pak tom,positive,sadness
Terima hasil korupsi saja tidak..sebecanda ini negeri yg dipertaruhkan darah dan air mata oleh pejuang pahlawan kemerdekaan,terima hasil korupsi saja tidaksebecanda ini negeri yang dipertaruhkan darah dan air mata oleh pejuang pahlawan kemerdekaan,negative,anger
"Semoga Allah memberi azab yg pedih pd penegak hukum yg TDK adil,",semoga allah memberi azab yang pedih pada penegak hukum yang tidak adil,negative,fear
Bebaskan pak Tom!,bebaskan pak tom,neutral,happy
Kalau para pencari keadilan malah diadili apahkah bisa dibubarkan saja karena akan merusak tatanan negara yang katanya berhukum tapi kalau hukaman bisa diatur sesuai keinginan penguasa🙏,kalau para pencari keadilan bahkan diadili apahkah bisa dibubarkan saja karena akan merusak tatanan negara yang katanya berhukum tapi kalau hukaman bisa diatur sesuai keinginan penguasa,negative,anger
Pak tom 500 milyar 4.5 tahun.. Yang 271 triliun jadi 2.439 tahun.. Kalo pake otak dan logika,pak tom milyar tahun yang triliun jadi tahun kalau pakai otak dan logika,negative,anger
Sehat selalu pak anis.. Kami akan selalu berada di garda terdepan untuk selalu mendukung bapak anis Rasyid Baswedan 👍💪,sehat selalu pak anis kami akan selalu berada di garda terdepan untuk selalu mendukung bapak anis rasyid baswedan,positive,happy
"Jika sudah berusaha maksimal dalam mencari kebenaran...
Maka biarkanlah kebenaran akan menemukan jalannya sendiri...
#save_pak_tom",jika sudah berusaha maksimal dalam mencari kebenaran maka biarkanlah kebenaran akan menemukan jalannya sendiri,negative,happy
"Ponis 4,5 th terhadap pak Tom menjadi bukti nyata bahwa indonesia devisit keadilan ,",ponis tahun terhadap pak tom menjadi bukti nyata bahwa indonesia devisit keadilan,neutral,sadness
Tidak bisa memenjarakan pak Anies maka paktomlah yg jadikan target mereka.... astaghfirullah...maafkan narasi kotor ini,tidak bisa memenjarakan pak anies maka paktomlah yang jadikan target mereka astaghfirullahmaafkan narasi kotor ini,negative,anger
Dengan kuasa Nya Semoga  Allah membebaskan tom Lembong dr kurungan dengan jalan yg tidak disangka sangka untuk,dengan kuasa nya semoga allah membebaskan tom lembong dari kurungan dengan jalan yang tidak disangka sangka untuk,positive,happy
"YANG NYURUH IMPORT MALAH AMAN2 AJA, DIPANGGIL PUN ENGGA, 
INILAH NEGERI DONGENG KONOHA 🤣🤣😂😅",yang menyuruh impor bahkan aman saja dipanggil pun tidak inilah negeri dongeng konoha,negative,anger
"Peradilah yang tdk adil,Biar  hukum Allah yang mengadili mereka yang memhadili pak tom. Percayalah Allah tdk akan diam melihatan kejahatan  dinegara ini.",peradilah yang tidak adil biar hukum allah yang mengadili mereka yang memhadili pak tom percayalah allah tidak akan diam melihatan kejahatan di negara ini,negative,anger
"Biji emas tidak akan jadi kerikil biasa walaupun iya ditenggelamkan dalam lumpur sekalian""",biji emas tidak akan jadi kerikil biasa walaupun iya ditenggelamkan dalam lumpur sekalian,negative,anger
"Astaghfirullahalaziim...
Na'uzubillahiminzalik...!!!",astaghfirullahalaziim nauzubillahiminzalik,negative,anger
Berduka atas kematian keadilan di negara yg katanya berdasarkan hukum dan Pancasila,berduka atas kematian keadilan di negara yang katanya berdasarkan hukum dan pancasila,neutral,sadness
"Sudah hancur hukum di negri ini siapa yg Deket penguasa pasti akan bebas siapa yg di anggap lawan pemerintahan akan di cari2 kesalahannya dan di hukum berat 
Para hakim semoga kalian bertaubat dan takut pasti Allah Ta'alla akan membalas kelakuan kalian di dunia bisa lolos tapi hukum di akherat pasti tidak akan bisa lolos",sudah hancur hukum di negeri ini siapa yang dekat penguasa pasti akan bebas siapa yang di anggap lawan pemerintahan akan di cari kesalahannya dan di hukum berat para hakim semoga kalian bertobat dan takut pasti allah taalla akan membalas kelakuan kalian di dunia bisa lolos tapi hukum di akhirat pasti tidak akan bisa lolos,negative,fear
"Kami rakyat yg masih berakal sehat, selalu mendukung dan mendo'akan kesehatan bapak Tom Lembong",kami rakyat yang masih berakal sehat selalu mendukung dan mendoakan kesehatan bapak tom lembong,positive,happy
Kumaha atuh pak anisss da hakim kan dibayar negara dan diabawah kekuasaan yang namanya pleciden yaa harus loyal ikut calap penguasa walaupun kyok dobolll,bagaimana kalau begitu pak anisss dan hakim kan dibayar negara dan diabawah kekuasaan yang namanya pleciden ya harus loyal ikut calap penguasa walaupun kyok dobolll,negative,anger
"Insyaallah yang dzalim akan dibuktikan oleh Allah SWT Tuhan YME 
Yakinlan akan ada bukti baru atas ijin-Nya 
Esok lusa akan terbukti ttg kebenaran 
Aamiin Yaa RABBALAALAMIN",insyaallah yang zalim akan dibuktikan oleh allah subhanahu wa taala tuhan yang maha esa yakinlan akan ada bukti baru atas ijinnya esok lusa akan terbukti tentang kebenaran amin ya rabbalaalamin,negative,fear
Laa Haula Walaa Quwwata ilabillah,lah haula walaa quwwata ilabillah,positive,anger
"Prabowo hanya diam??? 
Meski dia tomlembong terbukti terlibat. Tapi kasus ini tidak boleh berhenti di tomlembong. Dia hanya pelaksana dan terbukti tidak menerima sepeserpun dari apa yg ia kerjakan. Dia hanya pelaku yg di arahkan di kementrian yg di jabat saat itu.  Pak prabowo yang terhormat. Saya pribadi memilih anda dari 2009 dan sampai anda terpilih 2024. Bagitu percaya pada anda bisa menuntaskan kesremawutan hukum dan pemerintahan saat itu. Dan di saat ini anda berada di posisi paling berkuasa di negeri ini. Mandat rakyat sudah anda terima. Ayolah pak mulai dari tahun ini bangun dan mulai bekerja sesuai UUD 45 dan hati nurani anda. Bangunlah di kala Indonesia diujung tanduk . Bangun pak prabowo tegakkan keadilan. Kesejahteraan. Kepastian hukum. Bangunlah Indonesia ini dengan baik. Saya berharap nanti ada pensiun dengan kepala mendongak wajah yg senang bahagia dan nama yg di kenang sebagai salah satu presiden terbaik di negeri ini. BANGUNLAH PAK BANGUN.",prabowo hanya diam meski dia tomlembong terbukti terlibat tapi kasus ini tidak boleh berhenti di tomlembong dia hanya pelaksana dan terbukti tidak menerima sepeserpun dari apa yang ia kerjakan dia hanya pelaku yang di arahkan di kementerian yang di jabat saat itu pak prabowo yang terhormat saya pribadi memilih anda dari dan sampai anda terpilih bagitu percaya pada anda bisa menuntaskan kesremawutan hukum dan pemerintahan saat itu dan di saat ini anda berada di posisi paling berkuasa di negeri ini mandat rakyat sudah anda terima ayolah pak mulai dari tahun ini bangun dan mulai bekerja sesuai undang undang dasar dan hati nurani anda bangunlah di kala indonesia diujung tanduk bangun pak prabowo tegakkan keadilan kesejahteraan kepastian hukum bangunlah indonesia ini dengan baik saya berharap nanti ada pensiun dengan kepala mendongak wajah yang senang bahagia dan nama yang di kenang sebagai salah satu presiden terbaik di negeri ini bangunlah pak bangun,negative,anger
Yg baru terpilih tutup mata dengan kepimpinannya ..,yang baru terpilih tutup mata dengan kepimpinannya,negative,sadness
Skenario yang dibuat mirip dengan pilpres. Dijalankan hanya untuk terlihat proses demokrasi di Indonesia berjalan dengan baik tetapi pemenangnya harus kandidat tertentu.,skenario yang dibuat mirip dengan pemilihan presiden dijalankan hanya untuk terlihat proses demokrasi di indonesia berjalan dengan baik tetapi pemenangnya harus kandidat tertentu,negative,happy
"Miris

Cepat Sehat Indonesiaku",miris cepat sehat indonesiaku,positive,happy
Penegak hukum biadab,penegak hukum biadab,negative,anger
"Tiada arti kemedekaan itu,apabila pemerintahan tak dapat memberikan keadilan pada rakyatnya sedangkan orang yg memerintahkan Tom Lembong msh bebas begitu sj 😎😎😎",tiada arti kemedekaan itu apabila pemerintahan tidak dapat memberikan keadilan pada rakyatnya sedangkan orang yang memerintahkan tom lembong masih bebas begitu saja,negative,anger
Sabar... Pengadilan tuhan itu pasti datang....,sabar pengadilan tuhan itu pasti datang,positive,anger
Semogak keadilan ada di pihak yg benar,semogak keadilan ada di pihak yang benar,negative,anger
Yg tak prnah ingkar ekspetasi hanya DYA,yang tidak pernah ingkar ekspetasi hanya dia,positive,anger
"Berjuang Membela Kebenaran, Allah tidak pernah Tidur Untuk Hamba yg di Dzolimi, In syaa Allah 🤲🤲🤲",berjuang membela kebenaran allah tidak pernah tidur untuk hamba yang di dizalimi masuk saya allah,negative,anger
"Matinya hukum negeri ini. 
Semoga yang terlibat mengkriminalisasi Om Tom akan diazab Tuhan 🤲🤲🤲",matinya hukum negeri ini semoga yang terlibat mengkriminalisasi om tom akan diazab tuhan,negative,anger
"Sekarang ini terlalu banyak penghianat bangsa
Tapi suatu saat pasti akan kembali kepada mereka",sekarang ini terlalu banyak pengkhianat bangsa tapi suatu saat pasti akan kembali kepada mereka,negative,sadness
"Selama hukum masih merupakan alat otoritas kekuasaan, jangan pernah mengharapkan hukum akan tegak pada rasa keadilan .",selama hukum masih merupakan alat otoritas kekuasaan jangan pernah mengharapkan hukum akan tegak pada rasa keadilan,positive,anger
"Percuma sidang diadakan, kalau seseorang sudah ditarget untuk dikriminalisasi oleh penguasa kekuasaan. Negara ini sudah parah kalau dilihat dari  sudut manapun, penyelesaiannya hanya satu yaitu Revolusi.",percuma sidang diadakan kalau seseorang sudah ditarget untuk dikriminalisasi oleh penguasa kekuasaan negara ini sudah parah kalau dilihat dari sudut manapun penyelesaiannya hanya satu yaitu revolusi,negative,anger
Suda bisa ditebak itu seknario yg memang suda dibuat oleh pihak2 tertentu. Sehat selalu utk BPK tom Lembong.,sudah bisa ditebak itu seknario yang memang sudah dibuat oleh pihak tertentu sehat selalu untuk bapak tom lembong,negative,sadness
"Pernyataan Anies Baswedan tentang vonis Tom Lembong perlu diluruskan agar tidak terjebak dalam narasi yang bias, emosional, dan cenderung membentuk opini publik tanpa pijakan hukum yang objektif. 
Berikut penjelasan klarifikatif:

---
🔍 1. Vonis bukan soal “semangat demokrasi”, tapi soal bukti hukum.
Pengadilan tidak memutus berdasarkan reputasi, simpati, atau persepsi publik, melainkan berdasarkan fakta hukum dan alat bukti yang sah. Tom Lembong bukan diadili karena dia *orang baik*, tapi karena ada dugaan tindak pidana yang melalui proses penyelidikan, penyidikan, hingga pembuktian di pengadilan.

---
📚 2. “Dakwaan janggal” bukan berarti *tidak sah*.
Jika benar dakwaan janggal, mengapa tim pengacara tidak berhasil membantahnya secara meyakinkan di hadapan majelis hakim dalam 23 kali sidang? Pengadilan bukan forum opini. Kalau alat bukti dan saksi meringankan itu ada, pengacara bisa ajukan dalam pledoi dan banding.

---
⚖️ 3. “Integritas pribadi” ≠ kebal hukum.
Integritas masa lalu, jabatan prestisius, atau simpati publik tidak membuat seseorang otomatis bebas dari jerat hukum. Banyak tokoh publik punya rekam jejak baik, namun jika ada bukti pelanggaran hukum, tetap bisa dihukum. Keadilan harus netral, bukan selektif terhadap siapa yang ""dikenal baik.""

---
🔁 4. Sistem hukum tidak otomatis rusak karena satu putusan tidak memuaskan.
Pernyataan Anies yang menyebut ""keadilan belum selesai"" dan ""fondasi negara ikut rapuh"" adalah overdramatik dan menyederhanakan kompleksitas hukum menjadi drama moral. Proses hukum masih terbuka: ada banding, kasasi, bahkan PK. Jika yakin salah, tempuh jalur itu—bukan menggiring emosi publik.

---
📢 5. Tuduhan “semena-mena” adalah tudingan serius terhadap hakim.
Menyebut vonis sebagai tindakan semena-mena tanpa bukti adalah bentuk pelemahan terhadap lembaga yudikatif. Ini berbahaya jika dilakukan oleh tokoh publik, apalagi mantan pejabat. Kritik boleh, tapi tuduhan terhadap integritas pengadilan harus dengan dasar hukum, bukan asumsi.

---
🎯 KESIMPULAN:
Narasi seperti ini cenderung membangun kesan bahwa pengadilan tidak adil hanya karena hasilnya tidak sesuai harapan. Padahal, sistem hukum tidak bekerja berdasarkan harapan publik, tapi pada prosedur dan alat bukti. Jika memang yakin terjadi kekeliruan hukum, tempuh jalur hukum berikutnya. Itulah kedewasaan berdemokrasi dan bernegara.",pernyataan anies baswedan tentang vonis tom lembong perlu diluruskan agar tidak terjebak dalam narasi yang bias emosional dan cenderung membentuk opini publik tanpa pijakan hukum yang objektif berikut penjelasan klarifikatif vonis bukan soal semangat demokrasi tapi soal bukti hukum pengadilan tidak memutus berdasarkan reputasi simpati atau persepsi publik melainkan berdasarkan fakta hukum dan alat bukti yang sah tom lembong bukan diadili karena dia orang baik tapi karena ada dugaan tindak pidana yang melalui proses penyelidikan penyidikan hingga pembuktian di pengadilan dakwaan janggal bukan berarti tidak sah jika benar dakwaan janggal mengapa tim pengacara tidak berhasil membantahnya secara meyakinkan di hadapan majelis hakim dalam kali sidang pengadilan bukan forum opini kalau alat bukti dan saksi meringankan itu ada pengacara bisa ajukan dalam pledoi dan banding integritas pribadi kebal hukum integritas masa lalu jabatan prestisius atau simpati publik tidak membuat seseorang otomatis bebas dari jerat hukum banyak tokoh publik punya rekam jejak baik namun jika ada bukti pelanggaran hukum tetap bisa dihukum keadilan harus netral bukan selektif terhadap siapa yang dikenal baik sistem hukum tidak otomatis rusak karena satu putusan tidak puas pernyataan anies yang menyebut keadilan belum selesai dan fondasi negara ikut rapuh adalah overdramatik dan menyederhanakan kompleksitas hukum menjadi drama moral proses hukum masih terbuka ada banding kasasi bahkan penjahat kelamin jika yakin salah tempuh jalur itubukan menggiring emosi publik tuduhan semenamena adalah tudingan serius terhadap hakim menyebut vonis sebagai tindakan semenamena tanpa bukti adalah bentuk pelemahan terhadap lembaga yudikatif ini berbahaya jika dilakukan oleh tokoh publik apalagi mantan pejabat kritik boleh tapi tuduhan terhadap integritas pengadilan harus dengan dasar hukum bukan asumsi kesimpulan narasi seperti ini cenderung membangun kesan bahwa pengadilan tidak adil hanya karena hasilnya tidak sesuai harapan padahal sistem hukum tidak bekerja berdasarkan harapan publik tapi pada prosedur dan alat bukti jika memang yakin terjadi kekeliruan hukum tempuh jalur hukum berikutnya itulah kedewasaan berdemokrasi dan bernegara,neutral,anger
Selamat hakim dan segenap jajarannya berbaris di pintu neraka.hati hati hukum karma menuggu segenap anak cucu kalian kelak silahkan menikmati ber T T kucuran uang haram 😡,selamat hakim dan segenap jajarannya berbaris di pintu nerakahati hati hukum karma menuggu segenap anak cucu kalian kelak silakan menikmati ber t t kucuran uang haram,neutral,anger
Jgn pernah berharap ke adilan selama orang2 yg berkuasa orang2 itu saja,jangan pernah berharap ke keadilan selama orang yang berkuasa orang itu saja,negative,anger
"Keputusan yg sangat dipaksakan...
Karena hukum di Indonesia itu berdasarkan pesanan bukan berdasarkan kebenaran...
Semoga bapak Tom Lembong beserta keluarga selalu diberikan kekuatan dan selalu dilindungi oleh Allah SWT...
Aamiin Allahuma Aamiin 🤲",keputusan yang sangat dipaksakan karena hukum di indonesia itu berdasarkan pesanan bukan berdasarkan kebenaran semoga bapak tom lembong beserta keluarga selalu diberikan kekuatan dan selalu dilindungi oleh allah subhanahu wa taala amin allahuma amin,negative,sadness
Pak tom org baik  tapi negeri ini belom bisa jujur pak...sabar pak tom,pak tom orang baik tapi negeri ini belum bisa jujur paksabar pak tom,negative,anger
Keep strong bapak Tommy Lembong 😢😢 kedzaliman akan segera mendapat karmanya Aamiin,keep strong bapak tommy lembong kedzaliman akan segera mendapat karmanya amin,positive,happy
Semangat pak tom Lembong Allah bersama orang2 yng sabar,semangat pak tom lembong allah bersama orang yang sabar,positive,happy
Balasan Allah Ta'ala lebih dahsyat. Segeralah bertaubat wahai orang-orang yang dzalim,balasan allah taala lebih dahsyat segeralah bertobat wahai orangorang yang zalim,negative,anger
Ingat orang yang terdzolimi doanya di ijabah oleh Allah SWT didunia dan akhirat.. Dan kebenaran akan muncul dengan sendirinya.. Janji Allah pasti.. Kejujuran akan menang Dan yang bohong akan kalah diperlihatkan didunia dan akhirat. Biar pun dunia bisa dibeli maaf keadilan akhirat tidak bisa.. Kelak disaksikan oleh seluruh umat manusia didunia...,ingat orang yang terzalimi doanya di ijabah oleh allah subhanahu wa taala di dunia dan akhirat dan kebenaran akan muncul dengan sendirinya janji allah pasti kejujuran akan menang dan yang bohong akan kalah diperlihatkan di dunia dan akhirat biar pun dunia bisa dibeli maaf keadilan akhirat tidak bisa kelak disaksikan oleh seluruh umat manusia di dunia,negative,anger
Agak Laen emang....,agak lain memang,negative,sadness
ini hukuman persanan abah jelas ini mematikan langkah tom di utuk 2029,ini hukuman persanan ayah jelas ini mematikan langkah tom di untuk,negative,sadness
Kemna Prabowo ketika ketidak Adilan....melanda rakyatnya yg tidak bersalah....dipaksakan untuk bersalah.... dimana letak keadilan yg dgn lantang Prabowo selama ini....,kemna prabowo ketika ketidak adilanmelanda rakyatnya yang tidak bersalahdipaksakan untuk bersalah dimana letak keadilan yang dengan lantang prabowo selama ini,negative,anger
"Masih adakah yg dinamakan "" KEMERDEKAAN"" Seutuhnya apabila KEBenARAn yg diungkapkan sangat Jelas !
Dimana letak KEADILAN YG sesungguhnya ! Satu kata buat Bp.Tom Lembong ""SABAR."" YAKINLAH KEBENARANMU akan terungkap ..Aamiin",masih adakah yang dinamakan kemerdekaan seutuhnya apabila kebenaran yang diungkapkan sangat jelas dimana letak keadilan yang sesungguhnya satu kata buat bptom lembong sabar yakinlah kebenaranmu akan terungkap amin,positive,happy
"Negara bedebah hukum dan keadilan sesuai pesanan, ingat para penegak hukum khususnya para hakim panasnya api neraka pasti menantimu pemutus berdasar pesanan",negara bedebah hukum dan keadilan sesuai pesanan ingat para penegak hukum khususnya para hakim panasnya api neraka pasti menantimu pemutus berdasar pesanan,negative,sadness
"Astagfirullah.
Ya Allah, Perlihatkan kekuasaanMu atas orang orang MenDzolimi Bapak Tom Lembong.",astagfirullah iya allah perlihatkan kekuasaanmu atas orang orang menzalimi bapak tom lembong,negative,anger
"Tom Lembong hanya menjalankan perintah dari atasan, seharusnya yg memberikan perintah itu yg bertanggung jawab.
Wahai penegak hukum apakah kalian takut kehilangan pekerjaan mu dan anak istri mu tidak makan hanya menegakkan hukum dan kebenaran.",tom lembong hanya menjalankan perintah dari atasan seharusnya yang memberikan perintah itu yang bertanggung jawab wahai penegak hukum apakah kalian takut kehilangan pekerjaan mu dan anak istri mu tidak makan hanya menegakkan hukum dan kebenaran,negative,anger
"Yang benar tetap benar. You are Loved Tom.. Alllah adalah hakim yang paling adil.. Akan tiba masanya hari akhir, mereka akan mempertanggung jawabkan di hadapan Tuhan.. 🥲🥲🥲🥲🥲",yang benar tetap benar kamu are loved tom alllah adalah hakim yang paling adil akan tiba masanya hari akhir mereka akan mempertanggung jawabkan di hadapan tuhan,negative,happy
Yg nyuruh malah gak pernah dipanggil,yang menyuruh bahkan tidak pernah dipanggil,negative,anger
Akan kalian dapatkan segera balasannya wahai hakim zalim....,akan kalian dapatkan segera balasannya wahai hakim zalim,negative,anger
udah bisa ditebak endingnya. ya kalo si tom dipenjara harusse menteri2 yg lain juga donk bikin kebijakan yg merugikan masyarakat.,sudah bisa ditebak akhirnya iya kalau sil tom di penjara harusse menteri yang lah juga dong bikin kebijakan yang merugikan masyarakat,negative,anger
Sabar pak tom...yg menyuruh anda mulai datang karma nya,sabar pak tomyg menyuruh anda mulai datang karma nya,negative,anger
"Yang Masukin Pak Tom ke Penjara terutama pelaku utamanya yg nyuruh, Dia lagi memanggil Bencana dari yg maha KUASA buat dia sendiri, Liat endingnya pendusta itu akan seperti apa, Tuhan tidak tidur atas perbuatannya",yang masukan pak tom ke penjara terutama pelaku utamanya yang menyuruh dia lagi memanggil bencana dari yang maha kuasa buat dia sendiri lihat akhirnya pendusta itu akan seperti apa tuhan tidak tidur atas perbuatannya,negative,anger
Hukum di dunia ini memang mudah di mainkan untuk kepentingan kekuasaan  tapi itu hanya untuk sementara saja.. nanti di akhirat semua perbuatan yang jahat dan dzalim itu akan dipertanggungjawabkan tanpa ada kesalahan sedikitpun.. Balasan buat mereka semua akan menerima siksa yang amat sangat pedih dan sakit sekali masuk neraka jahanam untuk selama lamanya.,hukum di dunia ini memang mudah di mainkan untuk kepentingan kekuasaan tapi itu hanya untuk sementara saja nanti di akhirat semua perbuatan yang jahat dan zalim itu akan dipertanggungjawabkan tanpa ada kesalahan sedikitpun balasan buat mereka semua akan menerima siksa yang amat sangat pedih dan sakit sekali masuk neraka jahanam untuk selama lamanya,negative,fear
Gak nerima uang tapi kena kasus korupsi...,tidak terima uang tapi kena kasus korupsi,negative,anger
Jokowi luar biasanya pengaruh nya sidang ijasah mana,jokowi luar biasanya pengaruh nya sidang ijazah mana,neutral,sadness
Alhamdulillah ..semakin yakin hukum di Indonesia sudah mati🥳👏👏,alhamdulillah semakin yakin hukum di indonesia sudah mati,negative,happy
"Sudah bisa ketebak endingnya bagaimana
2014 yang di kriminalasi
-habib rizieq
-gusnur
-ahmad dani
-SbY diungkit candi hambalang
- dan masih banyak yg lain
agar 2019 jokowi biar bisa lancar

Sekarang yg dekat dengan anies akan di kriminalisasi",sudah bisa ketebak akhirnya bagaimana yang di kriminalasi habib rizieq gusnur ahmad dani susilo bambang yudhoyono diungkit candi hambalang dan masih banyak yang lah agar jokowi biar bisa lancar sekarang yang dekat dengan anies akan di kriminalisasi,negative,anger
Negeri dagelan......penegakan hukum sesuai pesanan.,negeri dagelanpenegakan hukum sesuai pesanan,negative,anger
"bila muslim mendzolimi orang kafir sekalipun,boleh mereka mendoakan buruk karena kezholimannya...berdoalah pak tom , meski kami muslim ,kami malu sepak terjang meteka...sebentar lagi hakim dan jaksa akan kena azab pedih apalagi yg membayar nereka  .Aamiin 🤲",bila muslim menzalimi orang kafir sekalipun boleh mereka mendoakan buruk karena kezholimannyaberdoalah pak tom meski kami muslim kami malu sepak terjang metekasebentar lagi hakim dan jaksa akan kena azab pedih apalagi yang membayar nereka amin,negative,anger
"#Sabar Bpk Tom.... masih ada upaya hukum 
(Naik Banding) - Kebenaran, kejujuran, dan keadilan akan menemukan jalannya sendiri 🙏",bapak tom masih ada upaya hukum naik banding kebenaran kejujuran dan keadilan akan menemukan jalannya sendiri,neutral,anger
Hukum aneh di konoha,hukum aneh di konoha,negative,anger
Korban ketidakadilan,korban ke tidak adilan,positive,sadness
Korban rekayasa,korban rekayasa,positive,anger
Aneh benerr😂 tuduhan korupsi tp tdk menerima sepeser pun duit dri impor gula😂,aneh benar tuduhan korupsi tapi tidak menerima sepeser pun uang dari impor gula,negative,anger
Jokowi gak diperiksa juga?,jokowi tidak diperiksa juga,negative,anger
Rindu pemimpin yang adil,rindu pemimpin yang adil,positive,love
"Kebijakan Tahun 2015 - 2016, Tidak ada Uang masuk untuk memperkaya diri, tidak ada tersangka lain, Kasian Hukum Berpihak kepada Penguasa , Padahal lebih banyak yg Nyata , Pemberi kebijakan Sawit siapa Ya, yg merugikan, Laptop, Uang Haji tapi mereka Aman dan Lolos",kebijakan tahun tidak ada uang masuk untuk memperkaya diri tidak ada tersangka lah kasihan hukum berpihak kepada penguasa padahal lebih banyak yang nyata pemberi kebijakan sawit siapa iya yang merugikan laptop uang haji tapi mereka aman dan lolos,negative,anger
Konoha njirrr,konoha anjir,neutral,sadness
Si raja tega gak di periksa bos ?,sil raja tega tidak di periksa bos,negative,anger
Gak nerima uang korupsi kok dipenjara,tidak terima uang korupsi kok di penjara,negative,anger
"Satu kata buat hukum d indonesia ""Miris""",satu kata buat hukum di indonesia miris,negative,sadness
Hukum di Konoha sungguh kacau,hukum di konoha sungguh kacau,negative,sadness
Nadiem blum beres,nadiem belum beres,negative,sadness
Hukum di indonesia udah sangat parah yg tdk terbukti salah malah di hukum yg terbukti salah di bebaskan ini harus ada yg jadi super herox.. Pak tom tetap semangat,hukum di indonesia sudah sangat parah yang tidak terbukti salah bahkan di hukum yang terbukti salah di bebaskan ini harus ada yang jadi super herox pak tom tetap semangat,negative,anger
"Buat Kaum Muslimin perbanyak Shalawat Asyghili..!!!
Kita tidak mampu, tapi Allah maha mampu dengan caranNya yang tidak terfikirkan oleh kita.

اللَّهُمَّصَلِّعَلَىسَيِّدِنَامُحَمَّدٍوَأَشْغِلِالظَّالِمِينَ بِالظَّالِمِينَوَأَخْرِجْنَامِنْبَيْنِهِمْسَالِمِينَ وَعَلَىآلِهِوَصَحْبِهِأَجْمِعِينَ

Allâhummashalli 'alâ sayyidinâ Muhammad waasyghili dzdzâlimîn bidzdzâlimîn waakhrijnâ minbainihim sâlimîn
wa'alâ âlihi washahbihi ajma'în

""Ya Allah limpahkanlah rahmat kepada Baginda Nabi Muhammad. Sibukkanlah orang-orang  zalim dengan sesama orang-orangzalim. Selamatkanlah kami dari kejahatan mereka. Limpahkanlah pula rahmat kepada keluarga dan parasahabat beliau secara keseluruhan.""",buat kaum muslimin perbanyak selawat asyghili kita tidak mampu tapi allah maha mampu dengan carannya yang tidak terfikirkan oleh kita allhummashalli al sayyidin muhammad waasyghili dzdzlimn bidzdzlimn waakhrijn minbainihim slimn waal lihi washahbihi ajman iya allah limpahkanlah rahmat kepada baginda nabi muhammad sibukkanlah orangorang zalim dengan sesama orangorangzalim selamatkanlah kami dari kejahatan mereka limpahkanlah pula rahmat kepada keluarga dan parasahabat beliau secara keseluruhan,positive,happy
